episode: 500, epsilon: 0.9700000000000255, average steps: 5.424, maximum length: 7, average length: 4.222, average reward: 0.14, average loss: 0.5673328243670099
episode: 5900, epsilon: 0.9114822964594751, average steps: 6.34, maximum length: 8, average length: 4.22, average reward: 0.18, average loss: 1736312.0456427445
episode: 6000, epsilon: 0.9099819963994662, average steps: 5.52, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 1903595.3429574275
episode: 6100, epsilon: 0.9084816963394573, average steps: 4.95, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 2424910.9393939395
episode: 6200, epsilon: 0.9069813962794484, average steps: 6.04, maximum length: 6, average length: 4.25, average reward: 0.27, average loss: 2722377.7382036424
episode: 6300, epsilon: 0.9054810962194395, average steps: 5.24, maximum length: 6, average length: 4.26, average reward: 0.33, average loss: 2929828.7762404582
episode: 6400, epsilon: 0.9039807961594306, average steps: 6.3, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 3064151.3978174604
episode: 6500, epsilon: 0.9024804960994217, average steps: 6.37, maximum length: 6, average length: 4.29, average reward: 0.49, average loss: 3526178.0633830456
episode: 6600, epsilon: 0.9009801960394128, average steps: 6.75, maximum length: 6, average length: 4.26, average reward: 0.35, average loss: 3681563.3135185186
episode: 6700, epsilon: 0.8994798959794039, average steps: 6.2, maximum length: 6, average length: 4.22, average reward: 0.12, average loss: 3930927.1943548387
episode: 6800, epsilon: 0.897979595919395, average steps: 6.25, maximum length: 6, average length: 4.29, average reward: 0.5, average loss: 4226722.5252
episode: 6900, epsilon: 0.8964792958593861, average steps: 5.44, maximum length: 6, average length: 4.23, average reward: 0.19, average loss: 4894721.889705882
episode: 7000, epsilon: 0.8949789957993772, average steps: 5.77, maximum length: 7, average length: 4.23, average reward: 0.2, average loss: 5472273.70992201
episode: 7100, epsilon: 0.8934786957393683, average steps: 5.92, maximum length: 7, average length: 4.26, average reward: 0.36, average loss: 6419172.456925675
episode: 7200, epsilon: 0.8919783956793594, average steps: 7.46, maximum length: 6, average length: 4.33, average reward: 0.69, average loss: 7184972.2808310995
episode: 7300, epsilon: 0.8904780956193505, average steps: 6.31, maximum length: 6, average length: 4.28, average reward: 0.45, average loss: 7832675.216719493
episode: 7400, epsilon: 0.8889777955593416, average steps: 6.42, maximum length: 6, average length: 4.19, average reward: -0.02, average loss: 8230498.816978193
episode: 7500, epsilon: 0.8874774954993327, average steps: 4.81, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 9270861.011954263
episode: 7600, epsilon: 0.8859771954393239, average steps: 6.11, maximum length: 7, average length: 4.16, average reward: -0.17, average loss: 9997500.208674304
episode: 7700, epsilon: 0.884476895379315, average steps: 6.17, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 11348319.176661264
episode: 7800, epsilon: 0.8829765953193061, average steps: 5.79, maximum length: 6, average length: 4.24, average reward: 0.24, average loss: 12942249.014680484
episode: 7900, epsilon: 0.8814762952592972, average steps: 6.25, maximum length: 7, average length: 4.18, average reward: -0.05, average loss: 13436977.316
episode: 8000, epsilon: 0.8799759951992883, average steps: 5.78, maximum length: 6, average length: 4.24, average reward: 0.25, average loss: 13944720.66349481
episode: 8100, epsilon: 0.8784756951392794, average steps: 5.08, maximum length: 7, average length: 4.14, average reward: -0.27, average loss: 14877875.048228346
episode: 8200, epsilon: 0.8769753950792705, average steps: 6.14, maximum length: 6, average length: 4.28, average reward: 0.41, average loss: 15124104.824918566
episode: 8300, epsilon: 0.8754750950192616, average steps: 6.25, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 15942089.4128
episode: 8400, epsilon: 0.8739747949592527, average steps: 5.11, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 17169090.87671233
episode: 8500, epsilon: 0.8724744948992438, average steps: 5.93, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 17385931.98060708
episode: 8600, epsilon: 0.8709741948392349, average steps: 6.68, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 18659391.663922157
episode: 8700, epsilon: 0.869473894779226, average steps: 6.24, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 21055054.104166668
episode: 8800, epsilon: 0.8679735947192171, average steps: 5.78, maximum length: 9, average length: 4.18, average reward: 0.03, average loss: 22125157.53633218
episode: 8900, epsilon: 0.8664732946592082, average steps: 6.23, maximum length: 6, average length: 4.19, average reward: -0.03, average loss: 22888337.060995184
episode: 9000, epsilon: 0.8649729945991993, average steps: 6.07, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 24191614.05930807
episode: 9100, epsilon: 0.8634726945391904, average steps: 6.14, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 24780933.859934855
episode: 9200, epsilon: 0.8619723944791815, average steps: 6.19, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 25698043.42164782
episode: 9300, epsilon: 0.8604720944191726, average steps: 5.66, maximum length: 6, average length: 4.16, average reward: -0.17, average loss: 28443535.644876324
episode: 9400, epsilon: 0.8589717943591637, average steps: 6.21, maximum length: 5, average length: 4.24, average reward: 0.2, average loss: 30106410.782608695
episode: 9500, epsilon: 0.8574714942991548, average steps: 6.89, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 34072595.86937591
episode: 9600, epsilon: 0.8559711942391459, average steps: 5.71, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 33232256.61821366
episode: 9700, epsilon: 0.854470894179137, average steps: 6.27, maximum length: 6, average length: 4.24, average reward: 0.25, average loss: 38902480.55183413
episode: 9800, epsilon: 0.8529705941191281, average steps: 6.49, maximum length: 7, average length: 4.24, average reward: 0.26, average loss: 38538592.51771957
episode: 9900, epsilon: 0.8514702940591192, average steps: 6.17, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 43165234.63857374
episode: 10000, epsilon: 0.8499699939991103, average steps: 7.16, maximum length: 6, average length: 4.24, average reward: 0.24, average loss: 43383878.98603352
episode: 10100, epsilon: 0.8484696939391014, average steps: 6.36, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 44280143.89937107
episode: 10200, epsilon: 0.8469693938790925, average steps: 6.66, maximum length: 7, average length: 4.26, average reward: 0.37, average loss: 49952671.79279279
episode: 10300, epsilon: 0.8454690938190836, average steps: 5.94, maximum length: 6, average length: 4.28, average reward: 0.42, average loss: 55376607.713804714
episode: 10400, epsilon: 0.8439687937590747, average steps: 6.42, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 58504648.89096573
episode: 10500, epsilon: 0.8424684936990658, average steps: 6.43, maximum length: 6, average length: 4.25, average reward: 0.27, average loss: 64264955.377916016
episode: 10600, epsilon: 0.840968193639057, average steps: 5.91, maximum length: 6, average length: 4.22, average reward: 0.13, average loss: 66530043.40778342
episode: 10700, epsilon: 0.839467893579048, average steps: 5.97, maximum length: 6, average length: 4.22, average reward: 0.13, average loss: 71290305.35343383
episode: 10800, epsilon: 0.8379675935190392, average steps: 5.89, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 71656582.56706282
episode: 10900, epsilon: 0.8364672934590303, average steps: 6.2, maximum length: 6, average length: 4.24, average reward: 0.21, average loss: 77600543.9483871
episode: 11000, epsilon: 0.8349669933990214, average steps: 5.55, maximum length: 6, average length: 4.25, average reward: 0.27, average loss: 80443922.73153153
episode: 11100, epsilon: 0.8334666933390125, average steps: 6.43, maximum length: 9, average length: 4.36, average reward: 1.01, average loss: 86343693.1881804
episode: 11200, epsilon: 0.8319663932790036, average steps: 6.12, maximum length: 5, average length: 4.15, average reward: -0.25, average loss: 87187516.1111111
episode: 11300, epsilon: 0.8304660932189947, average steps: 6.17, maximum length: 7, average length: 4.28, average reward: 0.51, average loss: 93932737.59481362
episode: 11400, epsilon: 0.8289657931589858, average steps: 6.77, maximum length: 6, average length: 4.28, average reward: 0.43, average loss: 95231354.31610045
episode: 11500, epsilon: 0.8274654930989769, average steps: 7.11, maximum length: 6, average length: 4.28, average reward: 0.45, average loss: 102797918.23347399
episode: 11600, epsilon: 0.825965193038968, average steps: 6.15, maximum length: 6, average length: 4.22, average reward: 0.14, average loss: 104174231.86341463
episode: 11700, epsilon: 0.8244648929789591, average steps: 6.2, maximum length: 6, average length: 4.25, average reward: 0.27, average loss: 109926105.23225807
episode: 11800, epsilon: 0.8229645929189502, average steps: 5.89, maximum length: 6, average length: 4.22, average reward: 0.12, average loss: 118428844.12224108
episode: 11900, epsilon: 0.8214642928589413, average steps: 6.09, maximum length: 6, average length: 4.27, average reward: 0.39, average loss: 113344507.87520525
episode: 12000, epsilon: 0.8199639927989324, average steps: 6.59, maximum length: 7, average length: 4.29, average reward: 0.54, average loss: 115202917.12291351
episode: 12100, epsilon: 0.8184636927389235, average steps: 6.88, maximum length: 7, average length: 4.32, average reward: 0.68, average loss: 115028050.5872093
episode: 12200, epsilon: 0.8169633926789146, average steps: 6.78, maximum length: 5, average length: 4.2, average reward: 0.0, average loss: 118364942.06489676
episode: 12300, epsilon: 0.8154630926189057, average steps: 6.05, maximum length: 7, average length: 4.24, average reward: 0.25, average loss: 127746524.87933885
episode: 12400, epsilon: 0.8139627925588968, average steps: 7.24, maximum length: 6, average length: 4.26, average reward: 0.33, average loss: 138041701.45303866
episode: 12500, epsilon: 0.8124624924988879, average steps: 7.23, maximum length: 7, average length: 4.27, average reward: 0.41, average loss: 143356349.66528353
episode: 12600, epsilon: 0.810962192438879, average steps: 5.83, maximum length: 7, average length: 4.31, average reward: 0.67, average loss: 149603733.88679245
episode: 12700, epsilon: 0.8094618923788701, average steps: 6.47, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 153265904.9397218
episode: 12800, epsilon: 0.8079615923188612, average steps: 6.85, maximum length: 7, average length: 4.25, average reward: 0.32, average loss: 148269890.37664235
episode: 12900, epsilon: 0.8064612922588523, average steps: 6.15, maximum length: 7, average length: 4.27, average reward: 0.42, average loss: 153795585.30081302
episode: 13000, epsilon: 0.8049609921988434, average steps: 7.69, maximum length: 6, average length: 4.2, average reward: 0.04, average loss: 151183043.34980494
episode: 13100, epsilon: 0.8034606921388345, average steps: 6.71, maximum length: 8, average length: 4.28, average reward: 0.51, average loss: 164489669.93740687
episode: 13200, epsilon: 0.8019603920788256, average steps: 7.75, maximum length: 6, average length: 4.36, average reward: 0.88, average loss: 175760563.27225807
episode: 13300, epsilon: 0.8004600920188167, average steps: 6.31, maximum length: 6, average length: 4.27, average reward: 0.4, average loss: 177865227.3977813
episode: 13400, epsilon: 0.7989597919588078, average steps: 6.36, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 178599986.4528302
episode: 13500, epsilon: 0.7974594918987989, average steps: 6.93, maximum length: 7, average length: 4.25, average reward: 0.3, average loss: 184592284.9062049
episode: 13600, epsilon: 0.79595919183879, average steps: 5.43, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 188910365.17127073
episode: 13700, epsilon: 0.7944588917787812, average steps: 6.58, maximum length: 6, average length: 4.21, average reward: 0.07, average loss: 191920436.83890578
episode: 13800, epsilon: 0.7929585917187723, average steps: 6.96, maximum length: 7, average length: 4.24, average reward: 0.24, average loss: 199509007.3448276
episode: 13900, epsilon: 0.7914582916587634, average steps: 7.19, maximum length: 7, average length: 4.3, average reward: 0.55, average loss: 207781193.94714883
episode: 14000, epsilon: 0.7899579915987545, average steps: 6.87, maximum length: 8, average length: 4.22, average reward: 0.16, average loss: 223464691.0393013
episode: 14100, epsilon: 0.7884576915387456, average steps: 7.56, maximum length: 7, average length: 4.29, average reward: 0.52, average loss: 227285709.01587301
episode: 14200, epsilon: 0.7869573914787367, average steps: 6.72, maximum length: 7, average length: 4.25, average reward: 0.32, average loss: 238521130.72619048
episode: 14300, epsilon: 0.7854570914187278, average steps: 7.49, maximum length: 7, average length: 4.33, average reward: 0.71, average loss: 251737516.11214954
episode: 14400, epsilon: 0.7839567913587189, average steps: 6.33, maximum length: 5, average length: 4.19, average reward: -0.05, average loss: 256917951.0521327
episode: 14500, epsilon: 0.78245649129871, average steps: 6.38, maximum length: 6, average length: 4.16, average reward: -0.18, average loss: 254935041.20376176
episode: 14600, epsilon: 0.7809561912387011, average steps: 6.54, maximum length: 6, average length: 4.25, average reward: 0.3, average loss: 277855576.4770642
episode: 14700, epsilon: 0.7794558911786922, average steps: 6.67, maximum length: 8, average length: 4.29, average reward: 0.55, average loss: 273232361.46326834
episode: 14800, epsilon: 0.7779555911186833, average steps: 6.26, maximum length: 6, average length: 4.23, average reward: 0.19, average loss: 285208285.30351436
episode: 14900, epsilon: 0.7764552910586744, average steps: 6.7, maximum length: 6, average length: 4.23, average reward: 0.19, average loss: 301537226.4597015
episode: 15000, epsilon: 0.7749549909986655, average steps: 7.08, maximum length: 6, average length: 4.23, average reward: 0.2, average loss: 293725080.99435025
episode: 15100, epsilon: 0.7734546909386566, average steps: 6.15, maximum length: 6, average length: 4.19, average reward: -0.02, average loss: 311602233.3398374
episode: 15200, epsilon: 0.7719543908786477, average steps: 7.02, maximum length: 8, average length: 4.21, average reward: 0.12, average loss: 312565870.52991456
episode: 15300, epsilon: 0.7704540908186388, average steps: 6.56, maximum length: 8, average length: 4.34, average reward: 0.85, average loss: 301534055.9268293
episode: 15400, epsilon: 0.7689537907586299, average steps: 6.1, maximum length: 6, average length: 4.2, average reward: 0.04, average loss: 318153698.4131147
episode: 15500, epsilon: 0.767453490698621, average steps: 6.52, maximum length: 6, average length: 4.25, average reward: 0.29, average loss: 337433965.9141104
episode: 15600, epsilon: 0.7659531906386121, average steps: 7.44, maximum length: 7, average length: 4.29, average reward: 0.54, average loss: 358320501.5483871
episode: 15700, epsilon: 0.7644528905786032, average steps: 7.87, maximum length: 7, average length: 4.32, average reward: 0.69, average loss: 363249852.88945365
episode: 15800, epsilon: 0.7629525905185943, average steps: 5.99, maximum length: 6, average length: 4.17, average reward: -0.14, average loss: 349907421.48914856
episode: 15900, epsilon: 0.7614522904585854, average steps: 6.7, maximum length: 6, average length: 4.2, average reward: 0.04, average loss: 341292688.42985076
episode: 16000, epsilon: 0.7599519903985765, average steps: 6.41, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 365205024.624025
episode: 16100, epsilon: 0.7584516903385676, average steps: 6.49, maximum length: 7, average length: 4.27, average reward: 0.43, average loss: 365005191.4946071
episode: 16200, epsilon: 0.7569513902785587, average steps: 6.86, maximum length: 6, average length: 4.24, average reward: 0.22, average loss: 391174899.9650146
episode: 16300, epsilon: 0.7554510902185498, average steps: 6.75, maximum length: 7, average length: 4.28, average reward: 0.44, average loss: 391190863.07555556
episode: 16400, epsilon: 0.7539507901585409, average steps: 6.76, maximum length: 7, average length: 4.27, average reward: 0.41, average loss: 407683943.47928995
episode: 16500, epsilon: 0.752450490098532, average steps: 7.3, maximum length: 6, average length: 4.38, average reward: 0.96, average loss: 416230005.830137
episode: 16600, epsilon: 0.7509501900385231, average steps: 6.92, maximum length: 7, average length: 4.3, average reward: 0.57, average loss: 423393115.3757225
episode: 16700, epsilon: 0.7494498899785142, average steps: 7.57, maximum length: 6, average length: 4.28, average reward: 0.46, average loss: 443167640.4966975
episode: 16800, epsilon: 0.7479495899185054, average steps: 8.04, maximum length: 7, average length: 4.24, average reward: 0.26, average loss: 475307794.80597013
episode: 16900, epsilon: 0.7464492898584965, average steps: 7.21, maximum length: 6, average length: 4.3, average reward: 0.55, average loss: 472242164.30513173
episode: 17000, epsilon: 0.7449489897984876, average steps: 7.41, maximum length: 7, average length: 4.22, average reward: 0.15, average loss: 480628830.4021593
episode: 17100, epsilon: 0.7434486897384787, average steps: 6.71, maximum length: 7, average length: 4.37, average reward: 0.95, average loss: 517871016.0357675
episode: 17200, epsilon: 0.7419483896784698, average steps: 5.79, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 563576309.7754749
episode: 17300, epsilon: 0.7404480896184609, average steps: 7.33, maximum length: 6, average length: 4.32, average reward: 0.64, average loss: 565059527.6398363
episode: 17400, epsilon: 0.738947789558452, average steps: 7.47, maximum length: 7, average length: 4.23, average reward: 0.22, average loss: 563546432.107095
episode: 17500, epsilon: 0.7374474894984431, average steps: 7.46, maximum length: 6, average length: 4.3, average reward: 0.53, average loss: 558966675.9034853
episode: 17600, epsilon: 0.7359471894384342, average steps: 7.04, maximum length: 7, average length: 4.25, average reward: 0.28, average loss: 603952100.5681819
episode: 17700, epsilon: 0.7344468893784253, average steps: 7.83, maximum length: 7, average length: 4.29, average reward: 0.52, average loss: 603959286.375479
episode: 17800, epsilon: 0.7329465893184164, average steps: 6.48, maximum length: 6, average length: 4.29, average reward: 0.49, average loss: 637313922.7160494
episode: 17900, epsilon: 0.7314462892584075, average steps: 6.59, maximum length: 7, average length: 4.27, average reward: 0.4, average loss: 645697128.0121396
episode: 18000, epsilon: 0.7299459891983986, average steps: 7.25, maximum length: 7, average length: 4.26, average reward: 0.35, average loss: 652011745.6772413
episode: 18100, epsilon: 0.7284456891383897, average steps: 6.61, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 667226795.9092284
episode: 18200, epsilon: 0.7269453890783808, average steps: 8.73, maximum length: 6, average length: 4.26, average reward: 0.36, average loss: 658584005.6449026
episode: 18300, epsilon: 0.7254450890183719, average steps: 6.85, maximum length: 6, average length: 4.36, average reward: 0.86, average loss: 656200826.9781022
episode: 18400, epsilon: 0.723944788958363, average steps: 7.29, maximum length: 7, average length: 4.27, average reward: 0.4, average loss: 653467239.9451303
episode: 18500, epsilon: 0.7224444888983541, average steps: 5.85, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 706376074.6666666
episode: 18600, epsilon: 0.7209441888383452, average steps: 6.82, maximum length: 6, average length: 4.25, average reward: 0.26, average loss: 706966268.1055719
episode: 18700, epsilon: 0.7194438887783363, average steps: 8.76, maximum length: 6, average length: 4.23, average reward: 0.2, average loss: 694027068.803653
episode: 18800, epsilon: 0.7179435887183274, average steps: 7.78, maximum length: 8, average length: 4.39, average reward: 1.21, average loss: 694733137.7275064
episode: 18900, epsilon: 0.7164432886583185, average steps: 8.81, maximum length: 7, average length: 4.3, average reward: 0.59, average loss: 755958365.784336
episode: 19000, epsilon: 0.7149429885983096, average steps: 7.31, maximum length: 6, average length: 4.19, average reward: -0.04, average loss: 712976961.3570452
episode: 19100, epsilon: 0.7134426885383007, average steps: 7.29, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 756479664.1097394
episode: 19200, epsilon: 0.7119423884782918, average steps: 7.78, maximum length: 7, average length: 4.26, average reward: 0.37, average loss: 762186994.6323907
episode: 19300, epsilon: 0.7104420884182829, average steps: 7.14, maximum length: 7, average length: 4.24, average reward: 0.28, average loss: 792991893.6022409
episode: 19400, epsilon: 0.708941788358274, average steps: 7.8, maximum length: 6, average length: 4.25, average reward: 0.28, average loss: 797750083.0358975
episode: 19500, epsilon: 0.7074414882982651, average steps: 7.32, maximum length: 6, average length: 4.2, average reward: 0.04, average loss: 755785755.9344262
episode: 19600, epsilon: 0.7059411882382562, average steps: 8.6, maximum length: 7, average length: 4.38, average reward: 0.98, average loss: 805407095.7395349
episode: 19700, epsilon: 0.7044408881782473, average steps: 8.07, maximum length: 8, average length: 4.27, average reward: 0.43, average loss: 860699638.3246592
episode: 19800, epsilon: 0.7029405881182385, average steps: 7.05, maximum length: 7, average length: 4.31, average reward: 0.59, average loss: 880801863.3985815
episode: 19900, epsilon: 0.7014402880582296, average steps: 7.74, maximum length: 7, average length: 4.25, average reward: 0.29, average loss: 883279012.9612403
episode: 20000, epsilon: 0.6999399879982207, average steps: 7.42, maximum length: 6, average length: 4.28, average reward: 0.44, average loss: 881666109.4986523
episode: 20100, epsilon: 0.6984396879382118, average steps: 7.66, maximum length: 7, average length: 4.3, average reward: 0.59, average loss: 870084020.8877285
episode: 20200, epsilon: 0.6969393878782029, average steps: 8.18, maximum length: 7, average length: 4.39, average reward: 1.06, average loss: 934590951.0415648
episode: 20300, epsilon: 0.695439087818194, average steps: 8.36, maximum length: 6, average length: 4.26, average reward: 0.32, average loss: 984354995.7511961
episode: 20400, epsilon: 0.6939387877581851, average steps: 8.41, maximum length: 6, average length: 4.27, average reward: 0.38, average loss: 994158919.1533889
episode: 20500, epsilon: 0.6924384876981762, average steps: 8.08, maximum length: 8, average length: 4.37, average reward: 0.98, average loss: 996959668.2376238
episode: 20600, epsilon: 0.6909381876381673, average steps: 6.67, maximum length: 7, average length: 4.24, average reward: 0.26, average loss: 1065455799.4602698
episode: 20700, epsilon: 0.6894378875781584, average steps: 7.14, maximum length: 6, average length: 4.21, average reward: 0.08, average loss: 1041090811.6078432
episode: 20800, epsilon: 0.6879375875181495, average steps: 7.35, maximum length: 7, average length: 4.3, average reward: 0.6, average loss: 1091385129.8829932
episode: 20900, epsilon: 0.6864372874581406, average steps: 7.6, maximum length: 6, average length: 4.19, average reward: -0.01, average loss: 1104983313.9368422
episode: 21000, epsilon: 0.6849369873981317, average steps: 6.85, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 1122238806.4233577
episode: 21100, epsilon: 0.6834366873381228, average steps: 6.62, maximum length: 7, average length: 4.25, average reward: 0.35, average loss: 1185850704.145015
episode: 21200, epsilon: 0.6819363872781139, average steps: 7.87, maximum length: 8, average length: 4.31, average reward: 0.64, average loss: 1219067077.6925032
episode: 21300, epsilon: 0.680436087218105, average steps: 7.61, maximum length: 7, average length: 4.25, average reward: 0.32, average loss: 1223053871.2220762
episode: 21400, epsilon: 0.6789357871580961, average steps: 8.32, maximum length: 7, average length: 4.37, average reward: 0.96, average loss: 1223587682.1538463
episode: 21500, epsilon: 0.6774354870980872, average steps: 8.22, maximum length: 9, average length: 4.32, average reward: 0.74, average loss: 1266005283.4257908
episode: 21600, epsilon: 0.6759351870380783, average steps: 6.46, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 1252012664.0247679
episode: 21700, epsilon: 0.6744348869780694, average steps: 8.23, maximum length: 6, average length: 4.29, average reward: 0.5, average loss: 1253764271.8250303
episode: 21800, epsilon: 0.6729345869180605, average steps: 7.53, maximum length: 6, average length: 4.29, average reward: 0.48, average loss: 1309907560.2018592
episode: 21900, epsilon: 0.6714342868580516, average steps: 7.22, maximum length: 6, average length: 4.22, average reward: 0.14, average loss: 1325634681.5290859
episode: 22000, epsilon: 0.6699339867980427, average steps: 7.5, maximum length: 7, average length: 4.24, average reward: 0.26, average loss: 1419609167.7866666
episode: 22100, epsilon: 0.6684336867380338, average steps: 8.32, maximum length: 7, average length: 4.32, average reward: 0.67, average loss: 1487254038.3846154
episode: 22200, epsilon: 0.6669333866780249, average steps: 7.27, maximum length: 8, average length: 4.26, average reward: 0.39, average loss: 1533224992.2200825
episode: 22300, epsilon: 0.665433086618016, average steps: 8.34, maximum length: 7, average length: 4.3, average reward: 0.56, average loss: 1597398724.3741007
episode: 22400, epsilon: 0.6639327865580071, average steps: 7.53, maximum length: 6, average length: 4.28, average reward: 0.45, average loss: 1590962283.6015937
episode: 22500, epsilon: 0.6624324864979982, average steps: 7.0, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 1575274066.0114286
episode: 22600, epsilon: 0.6609321864379893, average steps: 7.57, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 1595383018.7793922
episode: 22700, epsilon: 0.6594318863779804, average steps: 7.87, maximum length: 9, average length: 4.35, average reward: 0.98, average loss: 1624414836.3710291
episode: 22800, epsilon: 0.6579315863179716, average steps: 8.85, maximum length: 8, average length: 4.44, average reward: 1.35, average loss: 1628755859.8146892
episode: 22900, epsilon: 0.6564312862579627, average steps: 7.37, maximum length: 7, average length: 4.24, average reward: 0.29, average loss: 1625737723.4843962
episode: 23000, epsilon: 0.6549309861979538, average steps: 7.62, maximum length: 6, average length: 4.24, average reward: 0.24, average loss: 1673151234.351706
episode: 23100, epsilon: 0.6534306861379449, average steps: 7.7, maximum length: 7, average length: 4.26, average reward: 0.38, average loss: 1654200953.9324675
episode: 23200, epsilon: 0.651930386077936, average steps: 8.84, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 1804185207.963801
episode: 23300, epsilon: 0.6504300860179271, average steps: 7.96, maximum length: 6, average length: 4.26, average reward: 0.36, average loss: 1871648351.437186
episode: 23400, epsilon: 0.6489297859579182, average steps: 7.34, maximum length: 6, average length: 4.22, average reward: 0.12, average loss: 1787600875.9455042
episode: 23500, epsilon: 0.6474294858979093, average steps: 7.44, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 1790274928.516129
episode: 23600, epsilon: 0.6459291858379004, average steps: 7.95, maximum length: 7, average length: 4.29, average reward: 0.5, average loss: 1921017833.5396225
episode: 23700, epsilon: 0.6444288857778915, average steps: 8.35, maximum length: 7, average length: 4.2, average reward: 0.04, average loss: 1861464081.475449
episode: 23800, epsilon: 0.6429285857178826, average steps: 7.85, maximum length: 7, average length: 4.28, average reward: 0.48, average loss: 1888015611.1898088
episode: 23900, epsilon: 0.6414282856578737, average steps: 8.72, maximum length: 6, average length: 4.3, average reward: 0.57, average loss: 1934067304.146789
episode: 24000, epsilon: 0.6399279855978648, average steps: 9.31, maximum length: 8, average length: 4.41, average reward: 1.17, average loss: 1901130304.8936627
episode: 24100, epsilon: 0.6384276855378559, average steps: 7.88, maximum length: 6, average length: 4.28, average reward: 0.43, average loss: 2094116434.5989847
episode: 24200, epsilon: 0.636927385477847, average steps: 8.32, maximum length: 7, average length: 4.32, average reward: 0.65, average loss: 2040177126.1538463
episode: 24300, epsilon: 0.6354270854178381, average steps: 9.21, maximum length: 6, average length: 4.36, average reward: 0.89, average loss: 2102463365.2117264
episode: 24400, epsilon: 0.6339267853578292, average steps: 9.36, maximum length: 8, average length: 4.38, average reward: 1.1, average loss: 2129426653.6752136
episode: 24500, epsilon: 0.6324264852978203, average steps: 8.36, maximum length: 8, average length: 4.35, average reward: 0.88, average loss: 2103336619.9425838
episode: 24600, epsilon: 0.6309261852378114, average steps: 8.44, maximum length: 8, average length: 4.34, average reward: 0.85, average loss: 2200248048.5308056
episode: 24700, epsilon: 0.6294258851778025, average steps: 7.76, maximum length: 8, average length: 4.3, average reward: 0.6, average loss: 2214508648.329897
episode: 24800, epsilon: 0.6279255851177936, average steps: 7.85, maximum length: 6, average length: 4.28, average reward: 0.44, average loss: 2226312239.857325
episode: 24900, epsilon: 0.6264252850577847, average steps: 7.41, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 2282746147.757085
episode: 25000, epsilon: 0.6249249849977758, average steps: 8.6, maximum length: 7, average length: 4.35, average reward: 0.82, average loss: 2358637602.976744
episode: 25100, epsilon: 0.6234246849377669, average steps: 9.54, maximum length: 7, average length: 4.28, average reward: 0.45, average loss: 2439281505.073375
episode: 25200, epsilon: 0.621924384877758, average steps: 7.53, maximum length: 7, average length: 4.3, average reward: 0.57, average loss: 2439017390.9163346
episode: 25300, epsilon: 0.6204240848177491, average steps: 8.1, maximum length: 8, average length: 4.26, average reward: 0.38, average loss: 2526352275.832099
episode: 25400, epsilon: 0.6189237847577402, average steps: 9.63, maximum length: 7, average length: 4.34, average reward: 0.75, average loss: 2645135664.647975
episode: 25500, epsilon: 0.6174234846977313, average steps: 9.08, maximum length: 9, average length: 4.39, average reward: 1.12, average loss: 2543619116.8281937
episode: 25600, epsilon: 0.6159231846377224, average steps: 9.13, maximum length: 8, average length: 4.39, average reward: 1.07, average loss: 2593353197.353779
episode: 25700, epsilon: 0.6144228845777135, average steps: 8.38, maximum length: 6, average length: 4.32, average reward: 0.64, average loss: 2540650017.909308
episode: 25800, epsilon: 0.6129225845177046, average steps: 9.34, maximum length: 7, average length: 4.39, average reward: 1.07, average loss: 2729096608.7537475
episode: 25900, epsilon: 0.6114222844576958, average steps: 8.89, maximum length: 6, average length: 4.22, average reward: 0.14, average loss: 2735407166.056243
